Date,Open,High,Low,Close,Adj Close,Volume
2007-01-12,99.879997,99.930000,99.849998,99.930000,75.074890,1500
2007-01-16,99.830002,99.830002,99.830002,99.830002,74.999779,600
2007-01-17,99.940002,99.940002,99.809998,99.820000,74.992210,700
2007-01-18,99.839996,99.910004,99.839996,99.910004,75.059830,6200
2007-01-19,99.860001,99.860001,99.779999,99.800003,74.977264,2000
2007-01-22,99.900002,99.900002,99.849998,99.849998,75.014786,1200
2007-01-23,99.750000,99.750000,99.709999,99.709999,74.909584,1200
2007-01-24,99.750000,99.750000,99.750000,99.750000,74.939621,1300
2007-01-25,99.660004,99.660004,99.550003,99.550003,74.789368,2100
2007-01-26,99.529999,99.559998,99.480003,99.559998,74.796906,1200
2007-01-29,99.599998,99.610001,99.500000,99.529999,74.774307,3100
2007-01-30,99.610001,99.610001,99.580002,99.580002,74.811890,400
2007-01-31,99.669998,99.839996,99.669998,99.839996,75.007278,3600
2007-02-01,99.739998,99.739998,99.519997,99.529999,74.959763,1600
2007-02-02,99.550003,99.660004,99.550003,99.580002,74.997452,6800
2007-02-05,99.709999,99.709999,99.709999,99.709999,75.095345,7100
2007-02-06,99.669998,99.879997,99.669998,99.879997,75.223404,6600
2007-02-07,99.949997,99.989998,99.940002,99.989998,75.306229,2200
2007-02-08,99.970001,100.029999,99.949997,100.029999,75.336349,7500
2007-02-09,99.809998,99.809998,99.809998,99.809998,75.170692,2000
2007-02-12,99.800003,99.860001,99.709999,99.730003,75.110413,5000
2007-02-13,99.800003,99.800003,99.690002,99.690002,75.080307,1900
2007-02-14,99.889999,100.129997,99.889999,100.120003,75.404251,16600
2007-02-15,100.239998,100.300003,100.220001,100.269997,75.517166,9900
2007-02-16,100.290001,100.290001,100.260002,100.279999,75.524673,16300
2007-02-20,100.239998,100.320000,100.239998,100.269997,75.517166,5400
2007-02-21,100.300003,100.360001,100.300003,100.360001,75.584885,1900
2007-02-22,100.209999,100.209999,100.209999,100.209999,75.471909,200
2007-02-23,100.230003,100.470001,100.230003,100.419998,75.630096,13300
2007-02-26,100.550003,100.620003,100.540001,100.589996,75.758125,1400
2007-02-27,100.830002,101.269997,100.830002,101.199997,76.217522,12300
2007-02-28,101.199997,101.199997,100.970001,101.019997,76.081932,126000
2007-03-01,100.820000,100.949997,100.680000,100.680000,76.096344,48700
2007-03-02,100.919998,100.959999,100.839996,100.959999,76.307983,13600
2007-03-05,101.099998,101.110001,100.959999,100.989998,76.330666,8500
2007-03-06,100.849998,101.010002,100.800003,100.889999,76.255096,10200
2007-03-07,100.900002,101.029999,100.900002,101.029999,76.360870,4600
2007-03-08,100.980003,101.050003,100.970001,101.050003,76.376022,3500
2007-03-09,100.620003,100.730003,100.620003,100.690002,76.103905,8400
2007-03-12,100.769997,100.900002,100.769997,100.870003,76.239952,8300
2007-03-13,101.089996,101.269997,101.050003,101.180000,76.474266,25200
2007-03-14,101.199997,101.300003,101.139999,101.160004,76.459160,5000
2007-03-15,101.129997,101.129997,101.050003,101.059998,76.383492,20500
2007-03-16,101.000000,101.099998,101.000000,101.080002,76.398636,9500
2007-03-19,100.900002,100.970001,100.889999,100.910004,76.270172,2000
2007-03-20,101.099998,101.110001,101.059998,101.070000,76.391090,10100
2007-03-21,101.070000,101.360001,100.989998,101.269997,76.542297,28000
2007-03-22,101.199997,101.199997,101.050003,101.080002,76.398636,4300
2007-03-23,101.180000,101.180000,100.980003,100.980003,76.323112,17400
2007-03-26,100.959999,101.250000,100.959999,101.110001,76.421364,8200
2007-03-27,101.059998,101.099998,101.029999,101.089996,76.406227,31500
2007-03-28,101.230003,101.300003,101.120003,101.120003,76.428886,2100
2007-03-29,101.000000,101.070000,101.000000,101.010002,76.345795,7100
2007-03-30,101.050003,101.150002,100.839996,101.000000,76.338181,27600
2007-04-02,100.730003,100.730003,100.540001,100.639999,76.341278,25100
2007-04-03,100.510002,100.660004,100.510002,100.550003,76.273010,8200
2007-04-04,100.779999,100.830002,100.589996,100.790001,76.455040,19400
2007-04-05,100.739998,100.739998,100.550003,100.620003,76.326050,3300
2007-04-09,100.099998,100.239998,100.099998,100.220001,76.022675,6900
2007-04-10,100.389999,100.389999,100.330002,100.349998,76.121284,5500
2007-04-11,100.459999,100.489998,100.279999,100.339996,76.113625,4800
2007-04-12,100.330002,100.370003,100.300003,100.320000,76.098541,3500
2007-04-13,100.339996,100.339996,100.129997,100.209999,76.015060,15200
2007-04-16,100.250000,100.330002,100.230003,100.279999,76.068169,3100
2007-04-17,100.449997,100.599998,100.449997,100.599998,76.310944,2200
2007-04-18,100.699997,100.769997,100.699997,100.750000,76.424721,6300
2007-04-19,100.849998,100.849998,100.650002,100.750000,76.424721,2800
2007-04-20,100.650002,100.750000,100.650002,100.720001,76.401947,3500
2007-04-23,100.709999,100.879997,100.709999,100.860001,76.508125,1900
2007-04-24,101.050003,101.050003,101.019997,101.029999,76.637115,1300
2007-04-25,100.940002,101.029999,100.910004,100.919998,76.553612,7100
2007-04-26,100.889999,100.889999,100.760002,100.760002,76.432228,6900
2007-04-27,100.769997,100.769997,100.699997,100.760002,76.432228,1700
2007-04-30,100.930000,101.059998,100.919998,101.059998,76.659813,8800
2007-05-01,100.779999,100.779999,100.550003,100.629997,76.615723,7600
